Chinese Name,Code,English Name,Former Name,Sire,Dam,Import Type,Country Of Origin,Age,Foaling Date
上簽 ,B021,PICK NUMBER ONE,----,Darci Brahma,Extra Explosive,PPG,NZ,4,27/08/2014
智力寶 ,B311,PICKEN,Picken,Duporth,Baby Boom,PPG,AUS,4,30/09/2014
比卡超 ,S298,PIKACHU,Pikachu,Keeper,Mumtaz,PP,NZ,8,23/10/2010
平海歡星 ,C377,PING HAI GALAXY,Silverlink,The Factor,De Lago Flash,PP,AUS,3,07/11/2015
平海福星 ,A375,PING HAI STAR,Ted,Nom Du Jeu,Vicky,PP,NZ,5,06/11/2013
平海飛星 ,B407,PING HAI TREASURE,Learning To Fly,Oasis Dream,Astronomy Domine,PP,IRE,4,15/04/2015
平湖之星 ,A262,PINGWU SPARK,Masterhorseman,Mastercraftsman,Sharp Point,PP,NZ,6,03/11/2012
紅旗福星 ,B417,PLANET NICCONI,----,Nicconi,Dazzling Rose,PPG,AUS,3,08/10/2015
紅旗星將 ,A049,PLANET STAR,----,Denman,Tell Someone,PPG,AUS,5,05/11/2013
玩到贏 ,B468,PLAY TO WIN,Baxstreetboy,Burgundy,Strictly Time,PP,NZ,4,01/09/2014
藍海策略 ,A411,PLAY WISE,Hessdalen,Alamosa,Grey Swan,PP,NZ,5,29/09/2013
娛樂大少 ,B060,PLEASANT GUY,----,Foxwedge,Senorita Dane,PPG,AUS,4,19/09/2014
塑料喜 ,T326,POLYMER LUCK,----,Pins,Savamour,ISG,NZ,6,25/08/2012
勁跑王 ,C420,POWER KING,----,Written Tycoon,Octangle,ISG,AUS,3,20/10/2015
捉金喜 ,B459,POWER RACER,Power Racer,Choisir,Horkins Nancy,PPG,AUS,3,27/09/2015
問鼎高峰 ,A009,POWERMAX,Powermax,Magnus,Gypsy Marauder,PPG,AUS,6,02/09/2012
騰龍駒 ,B349,PRANCE DRAGON,Dragon,Power,Wanaka,PP,NZ,4,11/09/2014
哈蝦王旺 ,B381,PRAWN YEAH YEAH,----,Commands,Alamantra,ISG,NZ,4,13/10/2014
萬年密蠟 ,C052,PRECIOUS AMBER,----,Maxios,Bernsteinkuste,PPG,IRE,4,06/04/2015
寶盈快車 ,C126,PRECIOUS EXPRESS,Xbox,Niagara,Boxapins,PP,NZ,4,06/09/2014
無價寶 ,B254,PRECIOUS SWEETIE,----,Fastnet Rock,Everswindell,PPG,AUS,4,11/10/2014
友誼至好 ,C050,PRECIOUSSHIP,Riyazan,Iffraaj,Riyaba,PP,IRE,4,19/03/2015
首映 ,A051,PREMIERE,----,Dylan Thomas,More Than Sum,PPG,NZ,5,05/11/2013
總統之星 ,C170,PRESIDENT STAR,President Legend,Dundeel,Exotic Escape,PPG,AUS,3,23/08/2015
靚紫荊 ,A135,PRETTY BAUHINIA,Karpacz,Danzero,Li'l Miss Hayley,PP,AUS,6,21/09/2012
和諧小子 ,V012,PRINCE HARMONY,Milstead,Strategic,Bedizened,PPG,AUS,6,14/08/2012
路路之星 ,C031,PRINCE OF GEMS,Prince Of Gems,I Am Invincible,Rivers Secret,PPG,AUS,4,11/08/2014
利害了 ,C367,PRIVATE ROCKET,Private Rocket,Dark Angel,Love In The Desert,PP,IRE,3,09/02/2016
連連精綵 ,C397,PROMINENCE,Faro Angel,Dark Angel,Rougette,PP,IRE,3,04/05/2016
心所欲 ,B017,PROMISE KEPT,----,Casino Prince,Outlook To Success,PPG,AUS,5,20/08/2013
火天大有 ,V406,PROUD SKY,Clear Cut,Acclamation,Claiomh Solais,PP,GB,6,01/03/2013
合衷共濟 ,B250,QUADRUPLE DOUBLE,----,Zoustar,Jessica Rose,PPG,AUS,3,10/10/2015
競技勇士 ,B285,RACING FIGHTER,As You Will,Mastercraftsman,Comme Tu Veux,PP,NZ,4,04/11/2014
福威勝 ,B223,RACING LUCK,Street Pursuit,Street Cry,Flying Success,PP,AUS,5,19/09/2013
旺財生暉 ,S418,RADIANT BUNNY,Sovereign Son,Tycoon Ruler,Get A Life,PP,AUS,7,26/08/2011
精算閃擊 ,B147,RAGING BLITZKRIEG,Ajmal,Shamardal,Adja,PP,IRE,5,28/03/2014
精算風暴 ,B173,RAGING STORM,----,Fastnet Rock,Carry On Cutie,PPG,AUS,4,20/09/2014
雷超 ,V414,RAICHU,Raichu,Lope de Vega,Joy In Winning,PP,AUS,6,25/10/2012
大籐王 ,A061,RATTAN,----,Savabeel,Grand Princess,PPG,NZ,5,16/10/2013
金剛仔 ,S146,RAZOR QUEST,Razor Quest,Virtual,Takarna,PP,GB,8,14/02/2011
真趣 ,C286,REALISM,Raid,Havana Gold,Remarkable Story,PP,IRE,4,13/03/2015
紅磚勇士 ,C304,RED BRICK FIGHTER,----,Artie Schiller,Tarlaquena,PPG,AUS,3,30/10/2015
紅運大師 ,C287,RED DESERT,Catan,Oasis Dream,Capichera,PP,GER,3,20/02/2016
紅麗舍 ,A005,RED ELYSEES,----,Champs Elysees,Red Boots,PPG,GB,6,18/02/2013
火麒麟 ,T052,RED KYLIN,Blurred Vision,Royal Applause,Sparkling Eyes,PP,GB,8,23/04/2011
紅運戰士 ,B355,RED WARRIOR,Rusper,Holy Roman Emperor,Sweet Dreams Baby,PP,IRE,4,16/03/2015
勞動創造 ,C138,REEL BIZZY,Reel Bizzy,Kodiac,Damask,PP,IRE,3,04/03/2016
得意 ,C174,REEVE'S MUNTJAC,----,Redoute's Choice,Ailalea,PPG,AUS,3,29/08/2015
新強勇駿 ,B065,REFINED TREASURE,----,Lope de Vega,Spyglass Hill,PPG,AUS,4,27/08/2014
帝豪寶寶 ,A050,REGENCY BO BO,----,Denman,Tsukioka,PPG,NZ,5,14/08/2013
帝豪寶貝 ,T138,REGENCY DARLING,----,Guillotine,Alleyrun,PPG,NZ,7,30/10/2011
帝豪寶駒 ,C035,REGENCY GEM,Gibson,Showcasing,The Myth,PPG,NZ,4,08/10/2014
帝豪福星 ,B348,REGENCY LEGEND,Espumoso,Pins,Sparkling,PP,NZ,3,24/08/2015
承你所願 ,A178,RELENTLESS ME,A Torch Of Frost,Statue Of Liberty,Snow Flight,PPG,AUS,5,14/09/2013
精神威 ,C345,RELIABLE TEAM,Monopolize,Reliable Man,Stella Doro,PPG,NZ,3,29/10/2015
架勢 ,A222,REMARKABLE,----,More Than Ready,Jujube,PPG,AUS,5,05/09/2013
駿馬輝煌 ,C053,REWARDING SHINE,----,Xtension,Subtle Affair,PPG,IRE,3,02/04/2016
發財福星 ,C413,RICH AND LUCKY,----,Kingman,Don't Forget Faith,ISG,GB,3,09/03/2016
銀城福星 ,V088,RICHCITY FORTUNE,Lope Too,Lope de Vega,Dancescape,PPG,AUS,6,27/09/2012
英明神駒 ,V046,RICKFIELD,Ashlan,Dansili,Ashalanda,PP,FR,7,08/04/2012
繽紛遊戲 ,C013,RIGHT CHOICE,Kispet,Mastercraftsman,Grand Belt,PPG,NZ,4,02/11/2014
贏科超影 ,A164,RIGHT HONOURABLE,Right Honourable,Famous Name,Agnetha,PP,IRE,5,02/03/2014
大道至正 ,C197,RIGHTEOUS DOCTRINE,Infernal Majesty,Siyouni,Healing Dream,PP,FR,4,12/05/2015
鑽飾神聖 ,A419,RIGHTEOUS MATE,Righteous Mate,Savabeel,Mill Duckie,PP,NZ,5,13/10/2013
跳出香港 ,A238,RISE HIGH,Landfall,Myboycharlie,Lana Girl,PP,FR,5,09/02/2014
喜裝寶 ,B088,RIVET,Rivet,Fastnet Rock,Starship,PP,IRE,5,03/04/2014
樂多福 ,A208,ROCHFORD,Rochford,Red Element,Bokissa,PPG,AUS,5,18/08/2013
非同凡響 ,B242,ROCKAGE,----,Society Rock,Box Of Frogs,PPG,IRE,4,16/04/2015
火箭活力 ,A322,ROCKET GO,----,Fastnet Rock,Allez France,ISG,AUS,5,20/10/2013
火箭駒 ,A214,ROCKETEER,Rocketeer,Smart Missile,Some Girls Do,PP,AUS,5,23/10/2013
軍炮 ,V371,ROMAN IMPERO,Roman Impero,Holy Roman Emperor,Diksie Dancer,PP,GB,6,06/05/2013
幸運飛駒 ,A092,ROMAN ODYSSEY,Roman Odyssey,Holy Roman Emperor,Rule The Waves,PP,AUS,7,09/09/2011
銀照收 ,B344,ROMANTIC BONANZA,Graffiti Boy,Savabeel,Glam Slam,PPG,NZ,3,23/08/2015
浪漫鐵人 ,B368,ROMANTIC CHEF,----,Savabeel,Ocean Of Tears,ISG,NZ,4,16/11/2014
醒目快駒 ,B107,ROMANTIC JOURNEY,Kunming,More Than Ready,Perfect Truth,PP,AUS,5,15/09/2013
醒目名駒 ,S393,ROMANTIC TOUCH,Romantic Touch,Northern Meteor,Dearness,PP,AUS,8,20/10/2010
生力軍 ,A384,ROOKIE STAR,Impossible Choice,Hard Spun,Tango's Choice,PPG,AUS,5,14/10/2013
飛星凱旋 ,T352,ROUNDABOUT,Roundabout,I Am Invincible,Fidele,PP,AUS,7,09/11/2011
皇家魅力 ,A356,ROYAL CHOCOLATE,Royal Chocolate,So You Think,Matter,PPG,AUS,5,13/10/2013
好客本色 ,A261,ROYAL MOJITO,Royal Mojito,Darci Brahma,Lava Lady,PP,NZ,5,27/08/2013
皇者勝利 ,V405,ROYAL PERFORMER,Turn Tide,Medicean,Quadri,PP,GB,6,18/04/2013
皇帝詔令 ,B061,ROYAL PREROGATIVE,Royal Prerogative,Haradasun,Marquise Royale,PPG,AUS,5,15/09/2013
捉金皇 ,B460,ROYAL RACER,Mucho Oro,Dreamscape,Ice Cold Crownie,PPG,AUS,3,26/08/2015
金如意 ,A172,RULE THEE,Golden Coin,Tavistock,Dantessa,PP,NZ,6,01/11/2012
兵貴神速 ,B299,RULETHEROOST,----,Redoute's Choice,Navajo Queen,PPG,GER,4,01/01/2015
心思熟慮 ,V086,RUMINARE,Super Mysterious,Fastnet Rock,Dakota Sue,PPG,AUS,6,15/10/2012
美麗寶駒 ,C221,RUN BEAUTY RUN,----,Fiorente,Cherish Harmony,PPG,AUS,3,20/11/2015
樂無極 ,B277,RUN MOOCHI,Charlie Spirit,Myboycharlie,Blue Fairy Wren,PPG,AUS,4,07/10/2014
佳騰駒 ,B160,RUTHVEN,Ruthven,Domesday,Ruddigore,PP,AUS,5,02/09/2013
白鷺飛翔 ,A127,SACRED IBIS,----,O'Reilly,Flutter,PPG,NZ,5,12/10/2013
赤火神龍 ,A350,SALTO OLIMPICO,Salto Olimpico,Holy Roman Emperor,Sarada,PP,BRZ,5,17/09/2013
深愛 ,A088,SAM'S LOVE,----,Smart Missile,Dashie Diva,PPG,AUS,5,30/10/2013
力王 ,A065,SANGRIA,Money Maker,American Post,Noozhah,PP,SPA,6,27/02/2013
聖雅勒徑 ,C822,SANTA ANA LANE,----,Lope de Vega,Fast Fleet,VIS,AUS,6,11/09/2012
守正用奇 ,C196,SARRI,Stable Genius,Siyouni,Anjella,PP,FR,4,30/04/2015
樂滿家 ,A293,SAUL'S SPECIAL,Saul's Special,Charge Forward,Cortina Gal,PP,AUS,5,20/08/2013
港林福星 ,A307,SAVANNAH WIND,----,Savabeel,Now The World,ISG,NZ,5,18/10/2013
七寶 ,B314,SAVVY SEVEN,----,Sebring,Sensibility,PPG,AUS,3,09/09/2015
陸寶 ,B153,SAVVY SIX,Rosenpurpur,Pour Moi,Rosenreihe,PP,GER,5,04/04/2014
四季旺 ,V410,SEASONS BLOOM,Le Capitaine,Captain Sonador,Pyramisa's Lass,PP,AUS,6,14/09/2012
紫菜福星 ,C440,SEAWEED FORTUNE,----,Tavistock,Times Remembered,PPG,NZ,3,06/10/2015
旺旺龍 ,C294,SEERITE DRAGON,Seerite,Curved Ball,Damascus Charmer,PP,SAF,4,08/09/2014
天地同心 ,B030,SEIZE THE SPIRIT,----,Mastercraftsman,Royal Ambition,PPG,NZ,4,08/10/2014
帆哥兒 ,B089,SEVEN HEAVENS,Seven Heavens,Frankel,Heaven Sent,PP,GB,5,21/05/2014
七十七十 ,B191,SEVENTY SEVENTY,Hygge,Squamosa,Danish Princess,PPG,AUS,4,19/09/2014
御風超影 ,C268,SHADOW BREAKER,Onethirtee,Excelebration,Kramer Drive,PPG,IRE,3,12/04/2016
喜勝駒 ,B167,SHAMPORT,Shamport,Shamardal,Port Providence,PP,AUS,4,04/09/2014
幸運精選 ,B114,SHANGHAI DRAGON,Shanghai Dragon,All Too Hard,Miss Tizzy,PPG,AUS,4,01/09/2014
上海大師 ,A337,SHANGHAI MASTER,Lusaha,More Than Ready,Rose Of Hallowell,PP,AUS,5,27/09/2013
金銀城 ,C279,SHANGHAI RUSKY,Shanghai Rusky,Sizzling,Really Flying,PPG,AUS,3,27/08/2015
家家發 ,C200,SHARP STYLE,Sharp Style,Style Vendome,Sloane de Borepair,PP,FR,4,07/04/2015
瑩之光 ,B080,SHIMMER AND SHINE,----,Showcasing,Princess Amidala,PPG,NZ,4,10/10/2014
輝煌巨星 ,C046,SHINEALOT,Shim,Siyouni,Doubrovska,PPG,FR,4,12/01/2015
明駿之星 ,C229,SHINING ACE,Todaro,Testa Rossa,Dance Idol,PPG,AUS,3,29/09/2015
陽明賞賞 ,B297,SHINING BRIGHT,----,Zacinto,Muffin Coup,PPG,NZ,4,16/11/2014
英之星 ,C058,SHINING GEM,Run Naan,Makfi,Raneen,PP,AUS,3,08/09/2015
陽明亮亮 ,A359,SHINING ON,----,O'Reilly,Savabeel Star,PPG,NZ,5,05/10/2013
壽臣 ,C326,SHOUSON,Shouson,Star Witness,Fille The Joy,PP,AUS,3,09/10/2015
金剛秀 ,T436,SHOW MISSION,----,Showcasing,Olga Palosky,PPG,NZ,6,10/11/2012
金飯碗 ,T289,SHOWING CHARACTER,Showing Character,Showcasing,Lalectra,PP,GB,7,15/04/2012
川河寶駒 ,T375,SICHUAN DAR,Affirmation,Not A Single Doubt,Apocrypha,PP,AUS,7,29/09/2011
勁眼光 ,C219,SIGHT POWER,Moss Peaks,Charge Forward,Fine Figure,PPG,AUS,3,06/09/2015
銀紙 ,B025,SILVER FIG,----,Hard Spun,Bonifacio,PPG,AUS,4,15/09/2014
精簡最好 ,B464,SIMPLE ELEGANT,----,Pierro,San Cristobel,PPG,AUS,3,11/09/2015
地大大 ,B352,SIMPLY BIG,Expecting,Bated Breath,Oasis Jade,PP,GB,4,16/02/2015
精明才子 ,B090,SIMPLY BRILLIANT,Senator,Frankel,Red Bloom,PP,GB,5,07/04/2014
富祿 ,C352,SIMPLY FLUKE,----,Keeper,Heartache,PPG,NZ,4,08/10/2014
好大大 ,C425,SIMPLY SPECTACULAR,----,I Am Invincible,Speedy Bell,ISG,AUS,3,30/10/2015
星洲司令 ,B104,SINGAPORE SLING,Singapore Sling,Philanthropist,Sing Dixie Sing,PP,SAF,5,13/09/2013
天賜旺 ,B321,SKY FORTUNE,----,Niagara,Rose Chapel,PPG,NZ,4,11/11/2014
賞心星 ,C251,SKY GEM,----,Niagara,Montjeu Way,PPG,NZ,3,02/09/2015
琴心星 ,B218,SKY MELODY,Sky Team,High Chaparral,Dontwaltzme,PP,AUS,5,16/10/2013
天賜寶 ,V401,SKY TREASURE,----,Stravinsky,Inzabeel,PPG,NZ,5,04/10/2013
雙天至尊 ,C293,SKYEY SUPREME,Etabeta,Henrythenavigator,Kykuit,PP,IRE,4,06/04/2015
睡眠大學 ,A362,SLEEP EDUCATION,Vilakazi,Visionaire,Sweet Virginia,PP,SAF,6,20/08/2012
型酒杯 ,A160,SMART BABY,High Shields,Shamardal,Marine City,PP,IRE,6,11/05/2013
醒目再臨 ,A314,SMART CHARADE,----,Fastnet Rock,Aniarnota,ISG,IRE,5,04/02/2014
醒目勇駒 ,B456,SMART LEADER,Scarecrow,Delago Deluxe,Aemilee,PP,AUS,4,28/10/2014
菁年財駿 ,C435,SMART OF YOUTH,----,Niagara,Amathea,PPG,NZ,3,12/11/2015
錶之皇者 ,B398,SMART PATCH,Smart Patch,Hinchinbrook,Al's Magic Miss,PP,AUS,4,26/08/2014
活力飛彈 ,B322,SMART ROCKET,----,Smart Missile,Cyclone Stacey,PPG,AUS,3,14/10/2015
嬴風雲 ,V321,SMILING CHARM,----,Fastnet Rock,Kaimana,ISG,AUS,6,19/10/2012
傲風雲 ,A344,SMILING PRIDE,Smiling Touch,O'Reilly,Salkantay,PP,NZ,5,28/08/2013
笑傲成功 ,C250,SMILING SUCCESS,----,Hinchinbrook,Downstream,PPG,AUS,3,28/10/2015
一拍即合 ,B402,SNAP FIT,----,Nadeem,Gold Circle,PPG,NZ,4,25/08/2014
卡比獸 ,C349,SNORLAX,----,Alamosa,Creil,PPG,NZ,4,14/09/2014
騷哥利 ,C430,SO GLORIOUS,So Glorious,So You Think,Malasun,PP,AUS,4,02/09/2014
勇晉神駒 ,T233,SOCCER BRAVE,Cleveland Street,Windsor Knot,Toy Show,PP,IRE,7,10/03/2012
勇晉大師 ,B452,SOCCER MASTER,----,Iffraaj,Neuquen,ISG,GER,4,30/03/2015
拖板精英 ,C362,SOCKET ELITE,----,Savabeel,Vedex,PPG,AUS,3,17/09/2015
太陽多多 ,C171,SOLAR BILLION,----,Foxwedge,Shabamalam,PPG,AUS,3,18/08/2015
錶之太陽 ,B307,SOLAR PATCH,Solar Patch,Stratum,Fleeting Touch,PP,AUS,4,18/10/2014
星夢帝國 ,C407,SOLAR POWER,----,Kingman,Janicellaine,ISG,IRE,3,31/01/2016
太陽勝將 ,C365,SOLAR VICTORY,----,Toorak Toff,My Secret Luv,PPG,AUS,3,25/08/2015
太陽威威 ,C111,SOLAR WAI WAI,----,Snitzel,Cape Princess,PPG,AUS,3,03/11/2015
朝五晚九 ,B330,SOLOMON'S BAY,Solomon's Bay,Exceed And Excel,Gentle On My Mind,PP,IRE,5,06/03/2014
環翠戰士 ,A187,SONIC FIGHTER,----,Castledale,Indy Star,PPG,NZ,5,30/10/2013
川河尊駒 ,A252,SOUTHERN LEGEND,Southern Legend,Not A Single Doubt,Donna's Appeal,PP,AUS,6,26/10/2012
歡樂神駒 ,B103,SOUTHERN SUPERSTAR,Craven,Dynasty,Sport's Chestnut,PP,SAF,5,06/10/2013
太空戰士 ,C339,SPACE,Nirvana In Fire,Showcasing,Shuswap,PP,NZ,3,12/08/2015
海豚星 ,C332,SPARKLING DOLPHIN,----,Exceed And Excel,Perfect Hostess,PPG,AUS,2,02/11/2016
飛霸龍 ,B033,SPARKLING DRAGON,----,O'Reilly,Shining Light,PPG,NZ,4,11/09/2014
閃電烈馬 ,C201,SPARKLING KNIGHT,----,Holy Roman Emperor,Connote,PPG,GB,3,13/03/2016
閃耀人生 ,C346,SPARKLING LIFE,----,Swiss Ace,Suppose,PPG,NZ,2,01/10/2016
紫電明珠 ,P256,SPARKLING SWORD,Sparkling Sword,Danzero,Supernal,PPG,AUS,8,22/11/2010
鎂之妙 ,C416,SPARKY STAR,----,O'Reilly,Lady Chaparral,ISG,NZ,3,28/09/2015
金匯昇 ,C010,SPECIAL STARS,----,Kuroshio,Love The Moment,PPG,AUS,3,18/08/2015
極速駿馬 ,B211,SPEED VISION,----,Helmet,Sunburnt,PPG,GB,4,29/04/2015
龍鳳情祥 ,B185,SPEEDY DRAGON,Number One Ceed,Exceed And Excel,Innovation Girl,PPG,AUS,4,15/10/2014
鑽得勁 ,A391,SPEEDY KING,Tooronga,Toorak Toff,County Tale,PPG,AUS,5,10/09/2013
鑽得旺 ,C144,SPEEDY LUCK,Icart Point,Poet's Voice,Maziona,PP,GB,4,10/03/2015
超級炮彈 ,C281,SPEEDY MISSILE,Upper Sky,Smart Missile,Skyerush,PPG,AUS,3,27/08/2015
千里駿駒 ,C253,SPEEDY OPTIMIST,----,Not A Single Doubt,Foxstar,PPG,AUS,3,13/09/2015
鑽得掂 ,C093,SPEEDY VIEW,Sol Invictus,Haradasun,Week Moment,PP,NZ,3,07/10/2015
事必獲利 ,T002,SPEEDY WALLY,Speedy Wally,Shinzig,Mota,PP,AUS,8,10/09/2010
辣得真 ,C021,SPICY REALLY,Toorak Power,Toorak Toff,Meet My Sis,PPG,AUS,3,29/09/2015
勁勇威龍 ,S078,SPINNING DANCER,Spinning Dancer,Commands,Annie Daly,PP,NZ,9,04/09/2009
勇勝神駒 ,B235,SPIRIT,Jadir,Soldier Of Fortune,Dica,PP,BRZ,4,15/08/2014
錶之精靈 ,C184,SPIRIT PATCH,----,Dundeel,Lunaspur,PPG,AUS,3,09/11/2015
跑出輝煌 ,C330,SPLENDID KING,----,Dissident,Maree Basse,PPG,AUS,2,28/10/2016
正時機 ,C161,SPLENDID TIMING,Buckhound,Sepoy,Secret Indulgence,PP,AUS,4,06/11/2014
神亮金剛 ,C029,SPLENDOUR AND GOLD,Maximum Plaid,Excelebration,Further,PPG,AUS,4,28/09/2014
銀亮之星 ,B027,SPLIT OF A SECOND,----,Helmet,Umoya,PPG,AUS,5,02/10/2013
五陵霸 ,A311,SPORTS MASTER,----,Magic Albert,Judicial Queen,ISG,AUS,5,19/08/2013
得益良多 ,C353,SPRINT FORWARD,----,Lope de Vega,Macarthur Park,PPG,AUS,3,31/08/2015
金鷹翱翔 ,C446,STANLEY PARK,Stanley Park,Duke Of Marmalade,Walk In The Park,PP,AUS,4,11/09/2014
星酒杯 ,B449,STAR BABY,----,O'Reilly,Glamouraad,ISG,NZ,4,20/10/2014
星叻 ,C257,STAR LUCK,----,Star Witness,Friskee,PPG,AUS,3,12/10/2015
連利之星 ,S093,STAR MAJESTIC,----,Sakhee's Secret,Dantessa,PPG,NZ,8,09/10/2010
開心歡星 ,A171,STAR OF JOY,Decorated Soldier,Snitzel,At Ease,PP,AUS,5,09/08/2013
分到笑 ,C078,STAR OF THEHARBOUR,Star Of Theharbour,Harbour Watch,Renascent,PP,AUS,3,10/10/2015
元朗之星 ,C303,STAR OF YUEN LONG,Ole Ole,Makfi,C'Mon Cuba,PP,NZ,3,19/09/2015
將耀 ,C429,STAR PERFORMANCE,Star Performance,Per Incanto,Star Guest,PP,NZ,3,09/10/2015
輝煌星 ,B163,STAR SHINE,Kalvena,Magic Albert,Kvarena,PP,AUS,5,15/08/2013
超然 ,V255,STAR SUPERIOR,Montana Star,Reward For Effort,Sister Livia,PP,AUS,6,09/10/2012
紅星 ,V273,STARLIGHT,Red Eye Flyer,Red Element,Bush Triumph,PPG,AUS,6,27/10/2012
悅目星光 ,A137,STARLIT KNIGHT,All Gee,Fath,Jeunes Knight,PP,AUS,6,08/11/2012
天皇巨星 ,V367,STARLOT,Pearl's Bro,Star Witness,Pearl Of The Sea,PPG,AUS,5,19/08/2013
友誼之星 ,V379,STARSHIP,Soldier Of War,Husson,Ourkohinoor,PP,AUS,6,11/11/2012
興惑 ,B351,STIMULATION,Akihiro,Deep Impact,Baahama,PP,JPN,5,21/02/2014
大風暴 ,B055,STORM SIGNAL,Mulder,Foxwedge,Isn't She Fabulous,PP,AUS,5,25/09/2013
暴風小子 ,B091,STORM SOLDIER,Castle Harbour,Kyllachy,Gypsy Carnival,PP,GB,6,14/02/2013
威紫荊 ,B325,STRAPPING BAUHINIA,----,Tavistock,Indian Song,PPG,NZ,3,15/09/2015
龍城勝將 ,B178,STRATHALLAN,----,Stratum,Base Paradise,PPG,AUS,3,13/09/2015
龍城銳將 ,C055,STRATHBARRA,November Man,Elusive Fort,Double Bluff,PPG,SAF,3,22/09/2015
龍城猛將 ,V225,STRATHCLYDE,----,Toorak Toff,Lady's Light,PPG,AUS,5,27/08/2013
鱷臨天下 ,B141,STRIKING MR C,----,Super Easy,Charming Elle,PPG,NZ,4,30/08/2014
紅衣震撼 ,C366,STUNNING IMPACT,Stunning Impact,Zoustar,Annlea,PPG,AUS,3,09/09/2015
薈力之城 ,B280,STYLING CITY,----,Starspangledbanner,Secret Liaison,PPG,AUS,3,24/08/2015
快樂實在 ,A152,SUCH A HAPPINESS,----,Savabeel,Kim Possible,PPG,NZ,5,06/11/2013
心中有您 ,B283,SUMSTREETSUMWHERE,Sumstreetsumwhere,Highly Recommended,Street Siren,PP,NZ,4,25/09/2014
新獵狐者 ,B389,SUN FOXHUNTER,Fox One,All Too Hard,Amarazetti,PPG,AUS,4,26/10/2014
生生發發 ,B467,SUN SUN FA FA,Going To War,Battle Paint,Gemima,PP,NZ,3,19/10/2015
